注文明細ID,注文ID,商品ID,商品名,商品カテゴリ,ブランド,単価,数量,割引率,明細金額,出荷倉庫ID
OI0000783,O000489,P001,ワイヤレスマウス,周辺機器,Nexio,27.92,1,0.00,27.92,WH-SEOUL
OI0000784,O000583,P003,USB-Cハブ,周辺機器,Nexio,55.53,1,0.10,49.98,WH-SEOUL
OI0000785,O000480,P007,高画質ウェブカメラ,周辺機器,VisionGo,108.39,1,0.20,86.71,WH-SEOUL
OI0000786,O000048,P009,スマートデスクライト,オフィス用品,LumaWorks,66.71,1,0.00,66.71,WH-BUSAN
OI0000787,O000005,P001,ワイヤレスマウス,周辺機器,Nexio,32.22,3,0.00,96.66,WH-SEOUL
OI0000788,O000293,P010,Bluetoothスピーカー,オーディオ,SonicArc,100.77,3,0.00,302.31,WH-INCHEON
OI0000789,O000113,P004,27インチモニター,ディスプレイ,ViewPeak,270.37,3,0.05,770.55,WH-SEOUL
OI0000790,O000239,P011,エルゴノミクスチェア,オフィス用品,ErgoLab,423.13,1,0.00,423.13,WH-INCHEON
OI0000791,O000089,P013,14インチ軽量ノートPC,コンピューター,NovaTech,1186.48,1,0.00,1186.48,WH-INCHEON
OI0000792,O000423,P018,電子書籍リーダー,コンピューター,PageFlow,154.79,1,0.05,147.05,WH-BUSAN
OI0000793,O000543,P006,ノイズキャンセリングヘッドホン,オーディオ,SonicArc,233.38,1,0.10,210.04,WH-SEOUL
OI0000794,O000583,P002,メカニカルキーボード,周辺機器,KeyForge,93.44,1,0.00,93.44,WH-SEOUL
OI0000795,O000431,P005,ノートPCスタンド,オフィス用品,ErgoLab,43.65,1,0.20,34.92,WH-BUSAN
OI0000796,O000335,P007,高画質ウェブカメラ,周辺機器,VisionGo,110.96,2,0.05,210.82,WH-BUSAN
OI0000797,O000346,P004,27インチモニター,ディスプレイ,ViewPeak,273.63,2,0.00,547.26,WH-DAEJEON
OI0000798,O000127,P008,ポータブルSSD 1TB,ストレージ,DataNest,142.74,1,0.00,142.74,WH-SEOUL
OI0000799,O000713,P009,スマートデスクライト,オフィス用品,LumaWorks,75.74,1,0.05,71.95,WH-SEOUL
OI0000800,O000611,P008,ポータブルSSD 1TB,ストレージ,DataNest,130.71,1,0.00,130.71,WH-SEOUL
OI0000801,O000350,P005,ノートPCスタンド,オフィス用品,ErgoLab,45.69,1,0.00,45.69,WH-SEOUL
OI0000802,O000370,P018,電子書籍リーダー,コンピューター,PageFlow,158.26,2,0.05,300.69,WH-SEOUL
OI0000803,O000562,P009,スマートデスクライト,オフィス用品,LumaWorks,66.52,1,0.00,66.52,WH-SEOUL
OI0000804,O000666,P012,11インチタブレット,コンピューター,NovaTech,640.82,1,0.05,608.78,WH-BUSAN
OI0000805,O000239,P015,65W急速充電器,周辺機器,VoltEdge,39.23,2,0.00,78.46,WH-SEOUL
OI0000806,O000086,P013,14インチ軽量ノートPC,コンピューター,NovaTech,1129.58,1,0.00,1129.58,WH-INCHEON
OI0000807,O000513,P018,電子書籍リーダー,コンピューター,PageFlow,145.18,1,0.00,145.18,WH-SEOUL
OI0000808,O000535,P003,USB-Cハブ,周辺機器,Nexio,58.07,2,0.00,116.14,WH-BUSAN
OI0000809,O000291,P001,ワイヤレスマウス,周辺機器,Nexio,30.69,1,0.00,30.69,WH-BUSAN
OI0000810,O000364,P004,27インチモニター,ディスプレイ,ViewPeak,283.26,2,0.15,481.54,WH-DAEJEON
OI0000811,O000061,P014,フィットネスウォッチ,ウェアラブル,PulseOn,172.45,1,0.00,172.45,WH-BUSAN
OI0000812,O000623,P007,高画質ウェブカメラ,周辺機器,VisionGo,117.64,1,0.00,117.64,WH-SEOUL
OI0000813,O000108,P017,4Kアクションカメラ,カメラ,VisionGo,324.72,3,0.00,974.16,WH-BUSAN
OI0000814,O000661,P013,14インチ軽量ノートPC,コンピューター,NovaTech,1106.63,2,0.00,2213.26,WH-SEOUL
OI0000815,O000540,P017,4Kアクションカメラ,カメラ,VisionGo,335.64,2,0.00,671.28,WH-BUSAN
OI0000816,O000508,P015,65W急速充電器,周辺機器,VoltEdge,35.98,1,0.15,30.58,WH-SEOUL
OI0000817,O000581,P004,27インチモニター,ディスプレイ,ViewPeak,270.33,1,0.00,270.33,WH-SEOUL
OI0000818,O000273,P016,メッシュWi-Fiルーター,ネットワーク,LinkSphere,246.29,1,0.00,246.29,WH-INCHEON
OI0000819,O000352,P013,14インチ軽量ノートPC,コンピューター,NovaTech,1281.59,1,0.00,1281.59,WH-DAEJEON
OI0000820,O000719,P017,4Kアクションカメラ,カメラ,VisionGo,348.24,2,0.00,696.48,WH-INCHEON
OI0000821,O000657,P004,27インチモニター,ディスプレイ,ViewPeak,297.62,1,0.00,297.62,WH-BUSAN
OI0000822,O000313,P014,フィットネスウォッチ,ウェアラブル,PulseOn,185.08,1,0.05,175.83,WH-SEOUL
OI0000823,O000398,P008,ポータブルSSD 1TB,ストレージ,DataNest,136.31,1,0.00,136.31,WH-DAEJEON
OI0000824,O000299,P015,65W急速充電器,周辺機器,VoltEdge,41.95,1,0.10,37.76,WH-DAEJEON
OI0000825,O000292,P012,11インチタブレット,コンピューター,NovaTech,690.75,2,0.00,1381.50,WH-SEOUL
OI0000826,O000335,P005,ノートPCスタンド,オフィス用品,ErgoLab,43.66,1,0.00,43.66,WH-INCHEON
OI0000827,O000071,P006,ノイズキャンセリングヘッドホン,オーディオ,SonicArc,208.25,1,0.00,208.25,WH-DAEJEON
OI0000828,O000405,P010,Bluetoothスピーカー,オーディオ,SonicArc,87.73,1,0.05,83.34,WH-SEOUL
OI0000829,O000463,P010,Bluetoothスピーカー,オーディオ,SonicArc,89.79,1,0.20,71.83,WH-DAEJEON
OI0000830,O000417,P008,ポータブルSSD 1TB,ストレージ,DataNest,131.22,2,0.10,236.20,WH-BUSAN
OI0000831,O000174,P004,27インチモニター,ディスプレイ,ViewPeak,276.77,1,0.00,276.77,WH-SEOUL
OI0000832,O000616,P018,電子書籍リーダー,コンピューター,PageFlow,141.00,1,0.00,141.00,WH-BUSAN
OI0000833,O000204,P003,USB-Cハブ,周辺機器,Nexio,53.31,1,0.10,47.98,WH-SEOUL
OI0000834,O000579,P016,メッシュWi-Fiルーター,ネットワーク,LinkSphere,242.68,1,0.00,242.68,WH-BUSAN
OI0000835,O000695,P011,エルゴノミクスチェア,オフィス用品,ErgoLab,378.11,1,0.05,359.20,WH-SEOUL
OI0000836,O000267,P007,高画質ウェブカメラ,周辺機器,VisionGo,107.90,1,0.00,107.90,WH-BUSAN
OI0000837,O000308,P002,メカニカルキーボード,周辺機器,KeyForge,89.97,1,0.05,85.47,WH-SEOUL
OI0000838,O000635,P018,電子書籍リーダー,コンピューター,PageFlow,143.47,1,0.10,129.12,WH-SEOUL
OI0000839,O000129,P002,メカニカルキーボード,周辺機器,KeyForge,88.61,1,0.15,75.32,WH-DAEJEON
OI0000840,O000361,P006,ノイズキャンセリングヘッドホン,オーディオ,SonicArc,229.34,1,0.20,183.47,WH-SEOUL
OI0000841,O000497,P009,スマートデスクライト,オフィス用品,LumaWorks,73.36,1,0.00,73.36,WH-DAEJEON
OI0000842,O000182,P007,高画質ウェブカメラ,周辺機器,VisionGo,104.93,1,0.10,94.44,WH-BUSAN
OI0000843,O000210,P012,11インチタブレット,コンピューター,NovaTech,676.93,1,0.00,676.93,WH-DAEJEON
OI0000844,O000369,P004,27インチモニター,ディスプレイ,ViewPeak,300.82,1,0.00,300.82,WH-SEOUL
OI0000845,O000712,P008,ポータブルSSD 1TB,ストレージ,DataNest,138.94,1,0.00,138.94,WH-BUSAN
OI0000846,O000409,P012,11インチタブレット,コンピューター,NovaTech,659.38,1,0.05,626.41,WH-SEOUL
OI0000847,O000683,P011,エルゴノミクスチェア,オフィス用品,ErgoLab,400.23,1,0.00,400.23,WH-INCHEON
OI0000848,O000146,P002,メカニカルキーボード,周辺機器,KeyForge,91.24,1,0.10,82.12,WH-INCHEON
OI0000849,O000412,P010,Bluetoothスピーカー,オーディオ,SonicArc,92.98,2,0.10,167.36,WH-SEOUL
OI0000850,O000564,P015,65W急速充電器,周辺機器,VoltEdge,39.86,2,0.00,79.72,WH-BUSAN
OI0000851,O000158,P011,エルゴノミクスチェア,オフィス用品,ErgoLab,404.86,3,0.00,1214.58,WH-SEOUL
OI0000852,O000135,P003,USB-Cハブ,周辺機器,Nexio,51.12,1,0.00,51.12,WH-SEOUL
OI0000853,O000018,P010,Bluetoothスピーカー,オーディオ,SonicArc,101.61,1,0.15,86.37,WH-DAEJEON
OI0000854,O000117,P015,65W急速充電器,周辺機器,VoltEdge,36.25,1,0.00,36.25,WH-SEOUL
OI0000855,O000702,P003,USB-Cハブ,周辺機器,Nexio,57.50,4,0.00,230.00,WH-SEOUL
OI0000856,O000077,P018,電子書籍リーダー,コンピューター,PageFlow,157.32,1,0.00,157.32,WH-SEOUL
OI0000857,O000566,P017,4Kアクションカメラ,カメラ,VisionGo,336.21,1,0.00,336.21,WH-INCHEON
OI0000858,O000671,P011,エルゴノミクスチェア,オフィス用品,ErgoLab,413.98,2,0.00,827.96,WH-SEOUL
OI0000859,O000572,P017,4Kアクションカメラ,カメラ,VisionGo,331.64,1,0.00,331.64,WH-SEOUL
OI0000860,O000274,P015,65W急速充電器,周辺機器,VoltEdge,37.68,1,0.00,37.68,WH-BUSAN
OI0000861,O000057,P010,Bluetoothスピーカー,オーディオ,SonicArc,99.32,1,0.15,84.42,WH-BUSAN
OI0000862,O000702,P007,高画質ウェブカメラ,周辺機器,VisionGo,114.22,1,0.00,114.22,WH-SEOUL
OI0000863,O000451,P011,エルゴノミクスチェア,オフィス用品,ErgoLab,373.82,1,0.00,373.82,WH-SEOUL
OI0000864,O000024,P016,メッシュWi-Fiルーター,ネットワーク,LinkSphere,215.34,1,0.00,215.34,WH-DAEJEON
OI0000865,O000371,P003,USB-Cハブ,周辺機器,Nexio,55.83,1,0.00,55.83,WH-BUSAN
OI0000866,O000532,P014,フィットネスウォッチ,ウェアラブル,PulseOn,190.22,1,0.00,190.22,WH-SEOUL
OI0000867,O000688,P014,フィットネスウォッチ,ウェアラブル,PulseOn,189.98,2,0.00,379.96,WH-SEOUL
OI0000868,O000236,P005,ノートPCスタンド,オフィス用品,ErgoLab,49.91,2,0.00,99.82,WH-SEOUL
OI0000869,O000513,P001,ワイヤレスマウス,周辺機器,Nexio,31.71,1,0.00,31.71,WH-DAEJEON
OI0000870,O000044,P009,スマートデスクライト,オフィス用品,LumaWorks,75.26,1,0.00,75.26,WH-INCHEON
OI0000871,O000571,P008,ポータブルSSD 1TB,ストレージ,DataNest,142.58,1,0.00,142.58,WH-SEOUL
OI0000872,O000193,P012,11インチタブレット,コンピューター,NovaTech,665.95,3,0.20,1598.28,WH-BUSAN
OI0000873,O000499,P004,27インチモニター,ディスプレイ,ViewPeak,304.03,1,0.05,288.83,WH-INCHEON
OI0000874,O000633,P012,11インチタブレット,コンピューター,NovaTech,684.31,2,0.00,1368.62,WH-SEOUL
OI0000875,O000214,P018,電子書籍リーダー,コンピューター,PageFlow,145.12,1,0.05,137.86,WH-SEOUL
OI0000876,O000395,P008,ポータブルSSD 1TB,ストレージ,DataNest,134.10,1,0.00,134.10,WH-SEOUL
OI0000877,O000697,P013,14インチ軽量ノートPC,コンピューター,NovaTech,1164.34,4,0.05,4424.49,WH-SEOUL
OI0000878,O000422,P002,メカニカルキーボード,周辺機器,KeyForge,86.71,1,0.00,86.71,WH-SEOUL
OI0000879,O000500,P018,電子書籍リーダー,コンピューター,PageFlow,150.09,1,0.00,150.09,WH-BUSAN
OI0000880,O000002,P011,エルゴノミクスチェア,オフィス用品,ErgoLab,386.24,3,0.00,1158.72,WH-SEOUL
OI0000881,O000586,P011,エルゴノミクスチェア,オフィス用品,ErgoLab,378.60,2,0.10,681.48,WH-SEOUL
OI0000882,O000483,P009,スマートデスクライト,オフィス用品,LumaWorks,71.05,1,0.00,71.05,WH-SEOUL
OI0000883,O000689,P010,Bluetoothスピーカー,オーディオ,SonicArc,88.27,2,0.00,176.54,WH-SEOUL
OI0000884,O000580,P018,電子書籍リーダー,コンピューター,PageFlow,142.83,1,0.05,135.69,WH-SEOUL
OI0000885,O000589,P018,電子書籍リーダー,コンピューター,PageFlow,155.57,1,0.00,155.57,WH-SEOUL
OI0000886,O000033,P014,フィットネスウォッチ,ウェアラブル,PulseOn,189.64,1,0.10,170.68,WH-DAEJEON
OI0000887,O000551,P016,メッシュWi-Fiルーター,ネットワーク,LinkSphere,234.03,2,0.20,374.45,WH-BUSAN
OI0000888,O000708,P013,14インチ軽量ノートPC,コンピューター,NovaTech,1262.23,1,0.10,1136.01,WH-SEOUL
OI0000889,O000596,P011,エルゴノミクスチェア,オフィス用品,ErgoLab,405.53,1,0.05,385.25,WH-SEOUL
OI0000890,O000143,P012,11インチタブレット,コンピューター,NovaTech,632.85,1,0.10,569.57,WH-SEOUL
OI0000891,O000468,P015,65W急速充電器,周辺機器,VoltEdge,36.37,1,0.00,36.37,WH-SEOUL
OI0000892,O000268,P002,メカニカルキーボード,周辺機器,KeyForge,88.76,2,0.00,177.52,WH-DAEJEON
OI0000893,O000605,P006,ノイズキャンセリングヘッドホン,オーディオ,SonicArc,210.70,1,0.00,210.70,WH-BUSAN
OI0000894,O000709,P013,14インチ軽量ノートPC,コンピューター,NovaTech,1268.50,1,0.00,1268.50,WH-INCHEON
OI0000895,O000445,P004,27インチモニター,ディスプレイ,ViewPeak,272.69,1,0.00,272.69,WH-DAEJEON
OI0000896,O000006,P005,ノートPCスタンド,オフィス用品,ErgoLab,43.81,1,0.00,43.81,WH-DAEJEON
OI0000897,O000362,P013,14インチ軽量ノートPC,コンピューター,NovaTech,1185.25,1,0.10,1066.73,WH-SEOUL
OI0000898,O000311,P007,高画質ウェブカメラ,周辺機器,VisionGo,116.36,2,0.00,232.72,WH-SEOUL
OI0000899,O000378,P004,27インチモニター,ディスプレイ,ViewPeak,280.25,1,0.10,252.22,WH-SEOUL
OI0000900,O000573,P018,電子書籍リーダー,コンピューター,PageFlow,142.49,1,0.00,142.49,WH-DAEJEON
OI0000901,O000553,P005,ノートPCスタンド,オフィス用品,ErgoLab,49.72,1,0.00,49.72,WH-BUSAN
OI0000902,O000147,P009,スマートデスクライト,オフィス用品,LumaWorks,70.20,1,0.05,66.69,WH-DAEJEON
OI0000903,O000310,P017,4Kアクションカメラ,カメラ,VisionGo,318.02,2,0.00,636.04,WH-BUSAN
OI0000904,O000670,P012,11インチタブレット,コンピューター,NovaTech,613.83,1,0.15,521.76,WH-SEOUL
OI0000905,O000439,P014,フィットネスウォッチ,ウェアラブル,PulseOn,164.89,1,0.10,148.40,WH-BUSAN
OI0000906,O000009,P009,スマートデスクライト,オフィス用品,LumaWorks,70.45,1,0.15,59.88,WH-SEOUL
OI0000907,O000665,P008,ポータブルSSD 1TB,ストレージ,DataNest,129.51,1,0.15,110.08,WH-SEOUL
OI0000908,O000496,P011,エルゴノミクスチェア,オフィス用品,ErgoLab,377.63,1,0.00,377.63,WH-DAEJEON
OI0000909,O000001,P009,スマートデスクライト,オフィス用品,LumaWorks,66.44,1,0.00,66.44,WH-DAEJEON
OI0000910,O000291,P014,フィットネスウォッチ,ウェアラブル,PulseOn,165.10,1,0.00,165.10,WH-SEOUL
OI0000911,O000205,P001,ワイヤレスマウス,周辺機器,Nexio,28.51,3,0.00,85.53,WH-BUSAN
OI0000912,O000364,P016,メッシュWi-Fiルーター,ネットワーク,LinkSphere,220.35,1,0.00,220.35,WH-SEOUL
OI0000913,O000667,P006,ノイズキャンセリングヘッドホン,オーディオ,SonicArc,235.24,1,0.00,235.24,WH-BUSAN
OI0000914,O000601,P012,11インチタブレット,コンピューター,NovaTech,670.31,1,0.00,670.31,WH-DAEJEON
OI0000915,O000096,P009,スマートデスクライト,オフィス用品,LumaWorks,66.61,1,0.10,59.95,WH-DAEJEON
OI0000916,O000052,P007,高画質ウェブカメラ,周辺機器,VisionGo,109.20,3,0.00,327.60,WH-INCHEON
OI0000917,O000087,P016,メッシュWi-Fiルーター,ネットワーク,LinkSphere,228.92,2,0.00,457.84,WH-SEOUL
OI0000918,O000471,P018,電子書籍リーダー,コンピューター,PageFlow,158.70,1,0.10,142.83,WH-SEOUL
OI0000919,O000442,P007,高画質ウェブカメラ,周辺機器,VisionGo,109.93,1,0.05,104.43,WH-SEOUL
OI0000920,O000302,P015,65W急速充電器,周辺機器,VoltEdge,36.03,3,0.05,102.69,WH-BUSAN
OI0000921,O000059,P003,USB-Cハブ,周辺機器,Nexio,58.62,2,0.20,93.79,WH-SEOUL
OI0000922,O000457,P003,USB-Cハブ,周辺機器,Nexio,54.04,1,0.00,54.04,WH-SEOUL
OI0000923,O000058,P010,Bluetoothスピーカー,オーディオ,SonicArc,98.26,1,0.20,78.61,WH-BUSAN
OI0000924,O000363,P005,ノートPCスタンド,オフィス用品,ErgoLab,45.60,2,0.10,82.08,WH-DAEJEON
OI0000925,O000051,P012,11インチタブレット,コンピューター,NovaTech,668.73,1,0.15,568.42,WH-SEOUL
OI0000926,O000244,P002,メカニカルキーボード,周辺機器,KeyForge,84.12,2,0.00,168.24,WH-INCHEON
OI0000927,O000558,P018,電子書籍リーダー,コンピューター,PageFlow,156.50,1,0.00,156.50,WH-SEOUL
OI0000928,O000574,P005,ノートPCスタンド,オフィス用品,ErgoLab,49.35,3,0.00,148.05,WH-SEOUL
OI0000929,O000634,P018,電子書籍リーダー,コンピューター,PageFlow,139.91,1,0.00,139.91,WH-SEOUL
OI0000930,O000679,P017,4Kアクションカメラ,カメラ,VisionGo,314.17,1,0.00,314.17,WH-DAEJEON
OI0000931,O000088,P018,電子書籍リーダー,コンピューター,PageFlow,146.31,1,0.15,124.36,WH-SEOUL
OI0000932,O000129,P007,高画質ウェブカメラ,周辺機器,VisionGo,103.13,1,0.00,103.13,WH-SEOUL
OI0000933,O000063,P005,ノートPCスタンド,オフィス用品,ErgoLab,43.44,1,0.00,43.44,WH-BUSAN
OI0000934,O000705,P013,14インチ軽量ノートPC,コンピューター,NovaTech,1158.03,1,0.00,1158.03,WH-SEOUL
OI0000935,O000595,P011,エルゴノミクスチェア,オフィス用品,ErgoLab,424.92,1,0.00,424.92,WH-SEOUL
OI0000936,O000259,P014,フィットネスウォッチ,ウェアラブル,PulseOn,174.84,2,0.00,349.68,WH-SEOUL
OI0000937,O000100,P015,65W急速充電器,周辺機器,VoltEdge,37.59,1,0.00,37.59,WH-SEOUL
OI0000938,O000401,P003,USB-Cハブ,周辺機器,Nexio,55.12,1,0.05,52.36,WH-BUSAN
OI0000939,O000032,P005,ノートPCスタンド,オフィス用品,ErgoLab,46.99,1,0.10,42.29,WH-BUSAN
OI0000940,O000079,P002,メカニカルキーボード,周辺機器,KeyForge,93.89,1,0.00,93.89,WH-DAEJEON
OI0000941,O000614,P009,スマートデスクライト,オフィス用品,LumaWorks,75.62,2,0.00,151.24,WH-BUSAN
OI0000942,O000203,P006,ノイズキャンセリングヘッドホン,オーディオ,SonicArc,216.87,3,0.15,553.02,WH-BUSAN
OI0000943,O000083,P011,エルゴノミクスチェア,オフィス用品,ErgoLab,401.26,1,0.15,341.07,WH-SEOUL
OI0000944,O000043,P017,4Kアクションカメラ,カメラ,VisionGo,330.56,2,0.05,628.06,WH-INCHEON
OI0000945,O000560,P013,14インチ軽量ノートPC,コンピューター,NovaTech,1192.82,2,0.00,2385.64,WH-SEOUL
OI0000946,O000343,P017,4Kアクションカメラ,カメラ,VisionGo,339.93,1,0.00,339.93,WH-BUSAN
OI0000947,O000493,P006,ノイズキャンセリングヘッドホン,オーディオ,SonicArc,205.64,2,0.00,411.28,WH-SEOUL
OI0000948,O000283,P016,メッシュWi-Fiルーター,ネットワーク,LinkSphere,241.47,1,0.00,241.47,WH-BUSAN
OI0000949,O000132,P017,4Kアクションカメラ,カメラ,VisionGo,349.07,1,0.00,349.07,WH-SEOUL
OI0000950,O000332,P016,メッシュWi-Fiルーター,ネットワーク,LinkSphere,236.63,1,0.00,236.63,WH-BUSAN
OI0000951,O000613,P007,高画質ウェブカメラ,周辺機器,VisionGo,103.00,1,0.00,103.00,WH-BUSAN
OI0000952,O000545,P010,Bluetoothスピーカー,オーディオ,SonicArc,98.98,1,0.10,89.08,WH-DAEJEON
OI0000953,O000076,P002,メカニカルキーボード,周辺機器,KeyForge,81.96,1,0.10,73.76,WH-BUSAN
OI0000954,O000229,P007,高画質ウェブカメラ,周辺機器,VisionGo,101.77,1,0.10,91.59,WH-SEOUL
OI0000955,O000221,P018,電子書籍リーダー,コンピューター,PageFlow,140.11,2,0.00,280.22,WH-DAEJEON
OI0000956,O000315,P002,メカニカルキーボード,周辺機器,KeyForge,95.14,1,0.15,80.87,WH-DAEJEON
OI0000957,O000036,P002,メカニカルキーボード,周辺機器,KeyForge,88.40,2,0.00,176.80,WH-SEOUL
OI0000958,O000486,P002,メカニカルキーボード,周辺機器,KeyForge,87.48,1,0.15,74.36,WH-SEOUL
OI0000959,O000190,P014,フィットネスウォッチ,ウェアラブル,PulseOn,185.63,1,0.00,185.63,WH-BUSAN
OI0000960,O000450,P014,フィットネスウォッチ,ウェアラブル,PulseOn,178.34,1,0.00,178.34,WH-SEOUL
OI0000961,O000274,P016,メッシュWi-Fiルーター,ネットワーク,LinkSphere,219.15,1,0.00,219.15,WH-SEOUL
OI0000962,O000453,P015,65W急速充電器,周辺機器,VoltEdge,39.87,2,0.05,75.75,WH-BUSAN
OI0000963,O000259,P012,11インチタブレット,コンピューター,NovaTech,618.11,1,0.00,618.11,WH-INCHEON
OI0000964,O000230,P016,メッシュWi-Fiルーター,ネットワーク,LinkSphere,227.10,3,0.05,647.23,WH-SEOUL
OI0000965,O000452,P001,ワイヤレスマウス,周辺機器,Nexio,28.13,1,0.15,23.91,WH-SEOUL
OI0000966,O000135,P001,ワイヤレスマウス,周辺機器,Nexio,27.91,1,0.00,27.91,WH-SEOUL
OI0000967,O000472,P003,USB-Cハブ,周辺機器,Nexio,53.18,1,0.00,53.18,WH-SEOUL
OI0000968,O000058,P001,ワイヤレスマウス,周辺機器,Nexio,31.18,2,0.00,62.36,WH-DAEJEON
OI0000969,O000157,P004,27インチモニター,ディスプレイ,ViewPeak,267.24,3,0.00,801.72,WH-INCHEON
OI0000970,O000502,P008,ポータブルSSD 1TB,ストレージ,DataNest,129.68,1,0.05,123.20,WH-BUSAN
OI0000971,O000719,P002,メカニカルキーボード,周辺機器,KeyForge,88.57,1,0.15,75.28,WH-SEOUL
OI0000972,O000141,P001,ワイヤレスマウス,周辺機器,Nexio,28.72,1,0.00,28.72,WH-DAEJEON
OI0000973,O000458,P018,電子書籍リーダー,コンピューター,PageFlow,158.29,1,0.00,158.29,WH-BUSAN
OI0000974,O000208,P009,スマートデスクライト,オフィス用品,LumaWorks,67.65,1,0.05,64.27,WH-SEOUL
OI0000975,O000281,P015,65W急速充電器,周辺機器,VoltEdge,36.50,1,0.00,36.50,WH-DAEJEON
OI0000976,O000644,P001,ワイヤレスマウス,周辺機器,Nexio,31.64,1,0.10,28.48,WH-DAEJEON
OI0000977,O000643,P002,メカニカルキーボード,周辺機器,KeyForge,85.00,1,0.00,85.00,WH-SEOUL
OI0000978,O000686,P017,4Kアクションカメラ,カメラ,VisionGo,315.08,1,0.10,283.57,WH-SEOUL
OI0000979,O000095,P005,ノートPCスタンド,オフィス用品,ErgoLab,49.35,1,0.05,46.88,WH-DAEJEON
OI0000980,O000487,P014,フィットネスウォッチ,ウェアラブル,PulseOn,180.41,3,0.10,487.11,WH-BUSAN
